k,label,no_result,no_result_w_reason,wrong,wrong_w_reason,contains,contains_w_reason,plurality_and_dist,plurality_and_dist_w_reason,plurality,plurality_w_reason,majority,majority_w_reason,exact,exact_w_reason,reasons
7,wistia.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,iitb.ac.in,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,thebalancesmb.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,showroomprive.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,porncomix.info,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,cgpeers.com,0,0,0,9,0,1,0,0,0,0,0,0,0,0,10
7,ca168.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,notebooksbilliger.de,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,deepin.org,8,1,0,1,0,0,0,0,0,0,0,0,0,0,2
7,mixer.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ke.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,dhs.gov,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,kicker.de,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,amazon.de,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,google.mu,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,tv-tokyo.co.jp,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ninjagod.com,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,spring.io,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,clixsense.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gobizkorea.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sunnyplayer.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,eporner.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gulte.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,renfe.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bankia.es,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,dmm.co.jp,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,education.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rbi.org.in,2,0,1,0,2,0,0,0,0,0,5,0,0,0,0
7,cumhuriyet.com.tr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,istockphoto.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,indianbank.in,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sjsu.edu,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,thewhizproducts.com,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,126.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,abv.bg,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,voot.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pornomovies.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,povwideo.cc,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gov.bc.ca,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,repelis.live,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,minecraft-inside.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bab.la,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,static1.squarespace.com,1,0,0,7,0,2,0,0,0,0,0,0,0,0,9
7,wetteronline.de,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,stopgame.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,elkhabar.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,yidianzixun.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,google.tt,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,nicovideo.jp,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,easyjet.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,zarpop.com,0,0,1,9,0,0,0,0,0,0,0,0,0,0,9
7,feide.no,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,immobiliare.it,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,dawnnews.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,dict.cn,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,elespanol.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,zimuzu.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,good.is,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,mexashare.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wikia.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ulta.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sportingnews.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bhg.com,3,0,2,5,0,0,0,0,0,0,0,0,0,0,5
7,xtube.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,stream.cz,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,samlib.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,jawabkom.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,petro-mining.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,utah.edu,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,manithan.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,google.be,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0
7,smartasset.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,colliderporn.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tcgplayer.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,hbr.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,windowsazure.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,steamcn.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,appsflyer.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,stackoverflow.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,binance.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,provincial.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,neobux.com,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0
7,significados.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,afrikmag.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,streamplay.to,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,tebyan.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rstudio.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,akiba-online.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bizrate.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ecosia.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,zaycev.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,vatanbilgisayar.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,iciba.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,japantoday.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,webflow.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,youla.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tim.it,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,lib.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,prizegrab.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,jinshuju.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sports.tmall.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,allmodern.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,asp.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,analyticsvidhya.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,banco.bradesco,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,motortrend.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,republika.co.id,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,liveinternet.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,blogos.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,zealer.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pushmobilenews.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,lastampa.it,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,crane.aero,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,futhead.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,runoob.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,doviz.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,shareba.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,virginia.edu,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9gag.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,speedtest.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,boyfriendtv.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,visualstudio.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,mirrored.to,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,coinmill.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bankmandiri.co.id,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,constantcontact.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gamebanana.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,seatgeek.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,mp4.ir,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tokyoloader.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,adsupplyads.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,fstoppers.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,66cruises.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tokopedia.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,newstarads.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,special-alerts.com,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,kindgirls.com,1,0,4,5,0,0,0,0,0,0,0,0,0,0,5
7,pooq.co.kr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,blogfa.com,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,soft112.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,monografias.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,weather.gc.ca,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,apornoonlain.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,maxpreps.com,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0
7,youtubemp4.to,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,cnn.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,titlovi.com,5,1,0,4,0,0,0,0,0,0,0,0,0,0,5
7,amctheatres.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,in.gov,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,torrentdownloads.me,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,franceinter.fr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,drmartens.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,quip.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,247sports.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gadgetnews.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,inc.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,cricbuzz.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gamestorrents.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ouo.io,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,povar.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,fardanews.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,thefuncoolstuff.com,0,0,0,8,0,2,0,0,0,0,0,0,0,0,10
7,o12zs3u2n.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,lifehack.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,google.com.my,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,babycenter.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,metal-archives.com,1,0,1,2,6,0,0,0,0,0,0,0,0,0,2
7,dmzj.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,yealnk.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,google.lv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pdfescape.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,oracle.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,soha.vn,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,xiami.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,clipconverter.cc,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,santanderrio.com.ar,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,yts.pt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ingdirect.es,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,megapesni.me,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,otto.de,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,twasul.info,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,telecharger-videos-youtube.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ilmessaggero.it,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,subf2m.co,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,fuxoasim.link,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,centos.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sportschatplace.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,national-lottery.co.uk,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gbatemp.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,kisspng.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,i62e2b4mfy.com,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,hentai-covers.site,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,newtab-tvsearch.com,0,0,2,0,2,0,0,0,0,0,3,0,3,0,0
7,haber61.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sankakucomplex.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,junbi-tracker.com,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,filecrypt.cc,1,0,0,4,0,2,0,0,0,2,0,1,0,0,9
7,shape.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,russkoepornotube.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,famitsu.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rabb.it,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,otomoto.pl,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,opizo.me,0,0,2,0,4,0,0,0,3,0,0,0,1,0,0
7,backchina.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,poetryfoundation.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,nullrefer.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,chia-anime.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,independent.ie,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wolfram.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,retre.org,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
7,klikbca.com,1,0,2,0,3,0,0,0,0,0,0,0,4,0,0
7,zappos.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pivigames.blog,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,onliner.by,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,chinadigitaltimes.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bootcss.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,duckduckgo.com,0,1,0,7,0,2,0,0,0,0,0,0,0,0,10
7,moviescounter.biz,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,hentai-foundry.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,doctissimo.fr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,elitetorrent.biz,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wattpad.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,discordapp.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ut.ac.id,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ddizim.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,cuisineaz.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,lavozdegalicia.es,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,stockcharts.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,giphy.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,fsu.edu,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,animesonehd.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,mafengwo.cn,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,samsclub.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tnt.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,userscloud.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,workfromhomejobsonline.co,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,vidal.fr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ettv.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,conceptodefinicion.de,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,okulistik.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gnu.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bershka.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,korrespondent.net,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,sbb.ch,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,happyon.jp,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,givemp3.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ufl.edu,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,urbanoutfitters.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,multiurok.ru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,freshdesk.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,portalroms.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,google.co.in,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,elbotola.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,cnzz.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ryerson.ca,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,gogoanimes.tv,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,khodrobank.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,shine.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,mydramalist.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,happy-porn.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,frontiersin.org,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,socialblade.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pagesix.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,eba.gov.tr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,busjav.cc,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,noticias.uol.com.br,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,nvsadmissionclasssix.in,3,0,2,0,0,5,0,0,0,0,0,0,0,0,5
7,ask.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,lyft.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,redirect2719.ws,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
